y,m,d,h,c
2018,2,2,15,1410
2018,2,2,16,1506
2018,2,2,17,1817
2018,2,2,18,1340
2018,2,2,19,1419
2018,2,2,20,1784
2018,2,2,21,1603
2018,2,2,22,1395
2018,2,2,23,793
2018,2,3,0,715
2018,2,3,1,744
2018,2,3,2,272
2018,2,3,3,392
2018,2,3,4,508
2018,2,3,5,298
2018,2,3,6,410
2018,2,3,7,652
2018,2,3,8,986
2018,2,3,9,1268
2018,2,3,10,1431
2018,2,3,11,1298
2018,2,3,12,1547
2018,2,3,13,1697
2018,2,3,14,1895
2018,2,3,15,1850
2018,2,3,16,1471
2018,2,3,17,1409
2018,2,3,18,1198
2018,2,3,19,1291
2018,2,3,20,1551
2018,2,3,21,1561
2018,2,3,22,1300
2018,2,3,23,1045
2018,2,4,0,570
2018,2,4,1,782
2018,2,4,2,473
2018,2,4,3,604
2018,2,4,4,448
2018,2,4,5,222
2018,2,4,6,344
2018,2,4,7,694
2018,2,4,8,917
2018,2,4,9,1209
2018,2,4,10,1411
2018,2,4,11,1511
2018,2,4,12,1559
2018,2,4,13,1882
2018,2,4,14,1910
2018,2,4,15,1662
2018,2,4,16,2097
2018,2,4,17,2120
2018,2,4,18,1660
2018,2,4,19,1522
2018,2,4,20,1358
2018,2,4,21,1474
2018,2,4,22,1339
2018,2,4,23,1152
2018,2,5,0,644
2018,2,5,1,708
2018,2,5,2,638
2018,2,5,3,823
2018,2,5,4,572
2018,2,5,5,355
2018,2,5,6,551
2018,2,5,7,719
2018,2,5,8,949
2018,2,5,9,1267
2018,2,5,10,1408
2018,2,5,11,1440
2018,2,5,12,1479
2018,2,5,13,1473
2018,2,5,14,1769
2018,2,5,15,1796
2018,2,5,16,1929
2018,2,5,17,2129
2018,2,5,18,1890
2018,2,5,19,1397
2018,2,5,20,1459
2018,2,5,21,1559
2018,2,5,22,1145
2018,2,5,23,685
2018,2,6,0,487
2018,2,6,1,694
2018,2,6,2,405
2018,2,6,3,470
