y,m,d,h,c
2018,1,20,1,490
2018,1,20,2,250
2018,1,20,3,574
2018,1,20,4,411
2018,1,20,5,452
2018,1,20,6,478
2018,1,20,7,488
2018,1,20,8,453
2018,1,20,9,566
2018,1,20,10,629
2018,1,20,11,743
2018,1,20,12,638
2018,1,20,13,747
2018,1,20,14,774
2018,1,20,15,845
2018,1,20,16,801
2018,1,20,17,1001
2018,1,20,18,925
2018,1,20,19,781
2018,1,20,20,1019
2018,1,20,21,772
2018,1,20,22,596
2018,1,20,23,761
2018,1,21,0,908
2018,1,21,1,584
2018,1,21,2,231
2018,1,21,3,235
2018,1,21,4,142
2018,1,21,5,186
2018,1,21,6,322
2018,1,21,7,353
2018,1,21,8,543
2018,1,21,9,676
2018,1,21,10,862
2018,1,21,11,643
2018,1,21,12,711
2018,1,21,13,1136
2018,1,21,14,1098
2018,1,21,15,1125
2018,1,21,16,1501
2018,1,21,17,1447
2018,1,21,18,1411
2018,1,21,19,1273
2018,1,21,20,1145
2018,1,21,21,1179
2018,1,21,22,1143
2018,1,21,23,1064
2018,1,22,0,1885
2018,1,22,1,1142
2018,1,22,2,722
2018,1,22,3,702
2018,1,22,4,755
2018,1,22,5,694
2018,1,22,6,845
2018,1,22,7,888
2018,1,22,8,1371
2018,1,22,9,1079
2018,1,22,10,1109
2018,1,22,11,1195
2018,1,22,12,1071
2018,1,22,13,1609
2018,1,22,14,1360
2018,1,22,15,2472
2018,1,22,16,1446
2018,1,22,17,1396
2018,1,22,18,1354
2018,1,22,19,1121
2018,1,22,20,1207
2018,1,22,21,880
2018,1,22,22,576
2018,1,22,23,768
2018,1,23,0,1021
2018,1,23,1,862
2018,1,23,2,589
2018,1,23,3,291
2018,1,23,4,249
2018,1,23,5,547
2018,1,23,6,454
2018,1,23,7,755
2018,1,23,8,711
2018,1,23,9,896
2018,1,23,10,813
2018,1,23,11,736
2018,1,23,12,832
2018,1,23,13,761
2018,1,23,14,1253
2018,1,23,15,663
2018,1,23,16,559
2018,1,23,17,612
2018,1,23,18,530
2018,1,23,19,522
2018,1,23,20,469
2018,1,23,21,591
2018,1,23,22,738
2018,1,23,23,997
2018,1,24,0,1368
2018,1,24,1,1142
2018,1,24,2,677
2018,1,24,3,717
2018,1,24,4,725
2018,1,24,5,613
2018,1,24,6,240
2018,1,24,7,429
2018,1,24,8,712
2018,1,24,9,769
2018,1,24,10,1001
2018,1,24,11,1368
2018,1,24,12,1521
2018,1,24,13,2949
2018,1,24,14,2176
2018,1,24,15,1592
2018,1,24,16,1924
2018,1,24,17,935
2018,1,24,18,1296
2018,1,24,19,1101
2018,1,24,20,1162
2018,1,24,21,1193
2018,1,24,22,1110
2018,1,24,23,945
2018,1,25,0,1392
2018,1,25,1,1174
2018,1,25,2,383
2018,1,25,3,200
2018,1,25,4,153
2018,1,25,5,188
2018,1,25,6,153
2018,1,25,7,285
2018,1,25,8,434
2018,1,25,9,834
2018,1,25,10,1312
2018,1,25,11,1112
2018,1,25,12,1160
2018,1,25,13,638
2018,1,25,14,858
2018,1,25,15,1119
2018,1,25,16,759
2018,1,25,17,625
2018,1,25,18,565
2018,1,25,19,496
2018,1,25,20,725
2018,1,25,21,494
2018,1,25,22,563
2018,1,25,23,509
2018,1,26,0,919
2018,1,26,1,610
2018,1,26,2,246
2018,1,26,3,183
2018,1,26,4,229
2018,1,26,5,217
2018,1,26,6,277
2018,1,26,7,405
2018,1,26,8,486
2018,1,26,9,653
2018,1,26,10,833
2018,1,26,11,1049
2018,1,26,12,756
2018,1,26,13,798
2018,1,26,14,675
2018,1,26,15,880
2018,1,26,16,835
2018,1,26,17,793
2018,1,26,18,961
2018,1,26,19,838
2018,1,26,20,950
2018,1,26,21,951
2018,1,26,22,959
2018,1,26,23,1777
2018,1,27,0,1482
2018,1,27,1,634
2018,1,27,2,276
2018,1,27,3,255
2018,1,27,4,290
2018,1,27,5,279
2018,1,27,6,279
2018,1,27,7,331
2018,1,27,8,523
2018,1,27,9,752
2018,1,27,10,749
2018,1,27,11,902
2018,1,27,12,1009
2018,1,27,13,1134
2018,1,27,14,1242
2018,1,27,15,1249
2018,1,27,16,872
2018,1,27,17,836
2018,1,27,18,998
2018,1,27,19,821
2018,1,27,20,896
2018,1,27,21,1314
2018,1,27,22,1062
2018,1,27,23,862
2018,1,28,0,1123
2018,1,28,1,528
2018,1,28,2,153
2018,1,28,3,119
2018,1,28,4,105
2018,1,28,5,76
2018,1,28,6,115
2018,1,28,7,248
2018,1,28,8,358
2018,1,28,9,729
2018,1,28,10,859
2018,1,28,11,661
2018,1,28,12,809
2018,1,28,13,999
2018,1,28,14,783
2018,1,28,15,757
2018,1,28,16,1503
2018,1,28,17,1691
2018,1,28,18,1646
2018,1,28,19,1232
2018,1,28,20,1214
2018,1,28,21,1272
2018,1,28,22,1321
2018,1,28,23,1072
2018,1,29,0,1656
2018,1,29,1,1431
2018,1,29,2,1042
2018,1,29,3,1078
2018,1,29,4,1041
2018,1,29,5,955
2018,1,29,6,1067
2018,1,29,7,1250
2018,1,29,8,1206
2018,1,29,9,1377
2018,1,29,10,1784
2018,1,29,11,1475
2018,1,29,12,2272
2018,1,29,13,1096
2018,1,29,14,1570
2018,1,29,15,1330
2018,1,29,16,987
2018,1,29,17,1085
2018,1,29,18,1038
2018,1,29,19,1218
2018,1,29,20,1553
2018,1,29,21,1757
2018,1,29,22,1886
2018,1,29,23,1411
2018,1,30,0,1593
2018,1,30,1,663
2018,1,30,2,164
2018,1,30,3,253
2018,1,30,4,265
2018,1,30,5,207
2018,1,30,6,649
2018,1,30,7,530
2018,1,30,8,696
2018,1,30,9,991
2018,1,30,10,1270
2018,1,30,11,1679
2018,1,30,12,2151
2018,1,30,13,3648
2018,1,30,14,3387
2018,1,30,15,3820
2018,1,30,16,4105
2018,1,30,17,4163
2018,1,30,18,2112
2018,1,30,19,3825
2018,1,30,20,3693
2018,1,30,21,3745
2018,1,30,22,3576
2018,1,30,23,3363
2018,1,31,0,1068
2018,1,31,1,876
2018,1,31,2,528
2018,1,31,3,597
2018,1,31,4,606
2018,1,31,5,577
2018,1,31,6,633
2018,1,31,7,779
2018,1,31,8,1080
2018,1,31,9,1196
2018,1,31,10,1012
2018,1,31,11,1529
2018,1,31,12,2576
2018,1,31,13,2250
2018,1,31,14,1435
2018,1,31,15,1874
2018,1,31,16,1464
2018,1,31,17,1278
2018,1,31,18,1228
2018,1,31,19,1011
2018,1,31,20,907
2018,1,31,21,950
2018,1,31,22,1662
2018,1,31,23,1342
2018,2,1,0,1413
2018,2,1,1,1121
2018,2,1,2,748
2018,2,1,3,741
2018,2,1,4,336
2018,2,1,5,551
2018,2,1,6,844
2018,2,1,7,1208
2018,2,1,8,2509
2018,2,1,9,1330
2018,2,1,10,1645
2018,2,1,11,2341
2018,2,1,12,1586
2018,2,1,13,1774
2018,2,1,14,1761
2018,2,1,15,1373
2018,2,1,16,1178
2018,2,1,17,2754
2018,2,1,18,2581
2018,2,1,19,1365
2018,2,1,20,1314
2018,2,1,21,1819
2018,2,1,22,1213
2018,2,1,23,988
2018,2,2,0,1617
2018,2,2,1,1385
2018,2,2,2,874
2018,2,2,3,1003
2018,2,2,4,1058
2018,2,2,5,1160
2018,2,2,6,1112
2018,2,2,7,1173
2018,2,2,8,1065
2018,2,2,9,1161
2018,2,2,10,1228
2018,2,2,11,1372
2018,2,2,12,1075
2018,2,2,13,1207
2018,2,2,14,1713
2018,2,2,15,1178
2018,2,2,16,992
2018,2,2,17,1045
2018,2,2,18,927
2018,2,2,19,1002
2018,2,2,20,1390
2018,2,2,21,1128
2018,2,2,22,820
2018,2,2,23,1124
2018,2,3,0,645
2018,2,3,1,419
2018,2,3,2,419
2018,2,3,3,371
2018,2,3,4,320
2018,2,3,5,268
2018,2,3,6,442
2018,2,3,7,615
2018,2,3,8,721
2018,2,3,9,963
2018,2,3,10,1055
2018,2,3,11,1721
2018,2,3,12,1180
2018,2,3,13,1624
2018,2,3,14,1551
2018,2,3,15,1820
2018,2,3,16,1446
2018,2,3,17,1247
2018,2,3,18,1427
2018,2,3,19,888
2018,2,3,20,700
2018,2,3,21,950
2018,2,3,22,779
2018,2,3,23,614
2018,2,4,0,1447
2018,2,4,1,665
2018,2,4,2,73
2018,2,4,3,56
2018,2,4,4,131
2018,2,4,5,209
2018,2,4,6,238
2018,2,4,7,387
2018,2,4,8,607
2018,2,4,9,624
2018,2,4,10,881
2018,2,4,11,759
2018,2,4,12,1045
2018,2,4,13,1201
2018,2,4,14,1231
2018,2,4,15,761
2018,2,4,16,1366
2018,2,4,17,1595
2018,2,4,18,1217
2018,2,4,19,1004
2018,2,4,20,952
2018,2,4,21,1038
2018,2,4,22,834
2018,2,4,23,610
2018,2,5,0,1041
2018,2,5,1,746
2018,2,5,2,264
2018,2,5,3,562
2018,2,5,4,639
2018,2,5,5,606
2018,2,5,6,690
2018,2,5,7,563
2018,2,5,8,513
2018,2,5,9,684
2018,2,5,10,2006
2018,2,5,11,1758
2018,2,5,12,866
2018,2,5,13,964
2018,2,5,14,1148
2018,2,5,15,1485
2018,2,5,16,1149
2018,2,5,17,808
2018,2,5,18,679
2018,2,5,19,660
2018,2,5,20,597
2018,2,5,21,1033
2018,2,5,22,864
2018,2,5,23,600
2018,2,6,0,474
2018,2,6,1,311
2018,2,6,2,183
2018,2,6,3,199
2018,2,6,4,243
2018,2,6,5,227
2018,2,6,6,260
2018,2,6,7,414
2018,2,6,8,460
2018,2,6,9,730
2018,2,6,10,1373
2018,2,6,11,1240
2018,2,6,12,1025
2018,2,6,13,1044
2018,2,6,14,1110
2018,2,6,15,1101
2018,2,6,16,1241
2018,2,6,17,906
2018,2,6,18,822
2018,2,6,19,658
2018,2,6,20,729
2018,2,6,21,803
2018,2,6,22,684
2018,2,6,23,576
2018,2,7,0,809
2018,2,7,1,680
2018,2,7,2,255
2018,2,7,3,226
2018,2,7,4,215
2018,2,7,5,258
2018,2,7,6,247
2018,2,7,7,396
2018,2,7,8,615
2018,2,7,9,762
2018,2,7,10,599
2018,2,7,11,849
2018,2,7,12,890
2018,2,7,13,711
2018,2,7,14,1017
2018,2,7,15,974
2018,2,7,16,929
2018,2,7,17,942
2018,2,7,18,671
2018,2,7,19,656
2018,2,7,20,827
2018,2,7,21,987
2018,2,7,22,672
2018,2,7,23,520
2018,2,8,0,979
2018,2,8,1,925
2018,2,8,2,264
2018,2,8,3,251
2018,2,8,4,316
2018,2,8,5,318
2018,2,8,6,334
2018,2,8,7,450
2018,2,8,8,1003
2018,2,8,9,1207
2018,2,8,10,892
2018,2,8,11,868
2018,2,8,12,826
2018,2,8,13,928
2018,2,8,14,1041
2018,2,8,15,1246
2018,2,8,16,1268
2018,2,8,17,1059
2018,2,8,18,709
2018,2,8,19,1002
2018,2,8,20,1231
2018,2,8,21,945
2018,2,8,22,492
2018,2,8,23,539
2018,2,9,0,1020
2018,2,9,1,661
2018,2,9,2,233
2018,2,9,3,228
2018,2,9,4,239
2018,2,9,5,342
2018,2,9,6,258
2018,2,9,7,343
2018,2,9,8,520
2018,2,9,9,563
2018,2,9,10,761
2018,2,9,11,1292
2018,2,9,12,882
2018,2,9,13,786
2018,2,9,14,894
2018,2,9,15,906
2018,2,9,16,786
2018,2,9,17,656
2018,2,9,18,624
2018,2,9,19,678
2018,2,9,20,543
2018,2,9,21,644
2018,2,9,22,575
2018,2,9,23,462
2018,2,10,0,779
2018,2,10,1,579
2018,2,10,2,397
2018,2,10,3,263
2018,2,10,4,282
2018,2,10,5,185
2018,2,10,6,129
2018,2,10,7,220
2018,2,10,8,399
2018,2,10,9,870
2018,2,10,10,621
2018,2,10,11,806
2018,2,10,12,611
2018,2,10,13,623
2018,2,10,14,642
2018,2,10,15,976
2018,2,10,16,966
2018,2,10,17,1225
2018,2,10,18,674
2018,2,10,19,628
2018,2,10,20,680
2018,2,10,21,1185
2018,2,10,22,826
2018,2,10,23,631
2018,2,11,0,1029
2018,2,11,1,737
2018,2,11,2,264
2018,2,11,3,270
2018,2,11,4,222
2018,2,11,5,221
2018,2,11,6,268
2018,2,11,7,355
2018,2,11,8,414
2018,2,11,9,698
2018,2,11,10,1148
2018,2,11,11,1063
2018,2,11,12,887
2018,2,11,13,828
2018,2,11,14,1149
2018,2,11,15,1054
2018,2,11,16,1089
2018,2,11,17,3309
2018,2,11,18,3315
2018,2,11,19,3196
2018,2,11,20,1120
2018,2,11,21,1166
2018,2,11,22,1026
2018,2,11,23,604
2018,2,12,0,852
2018,2,12,1,637
2018,2,12,2,249
2018,2,12,3,164
2018,2,12,4,72
2018,2,12,5,105
2018,2,12,6,354
2018,2,12,7,451
2018,2,12,8,507
2018,2,12,9,682
2018,2,12,10,830
2018,2,12,11,1306
2018,2,12,12,827
2018,2,12,13,1059
2018,2,12,14,1222
2018,2,12,15,971
2018,2,12,16,826
2018,2,12,17,849
2018,2,12,18,704
2018,2,12,19,771
2018,2,12,20,553
2018,2,12,21,1095
2018,2,12,22,649
2018,2,12,23,592
2018,2,13,0,736
2018,2,13,1,467
2018,2,13,2,239
2018,2,13,3,305
2018,2,13,4,298
2018,2,13,5,246
2018,2,13,6,329
2018,2,13,7,516
2018,2,13,8,445
2018,2,13,9,488
2018,2,13,10,615
2018,2,13,11,645
2018,2,13,12,606
2018,2,13,13,711
2018,2,13,14,712
2018,2,13,15,631
2018,2,13,16,624
2018,2,13,17,773
2018,2,13,18,701
2018,2,13,19,835
2018,2,13,20,1799
2018,2,13,21,765
2018,2,13,22,678
2018,2,13,23,478
2018,2,14,0,754
2018,2,14,1,509
2018,2,14,2,125
2018,2,14,3,194
2018,2,14,4,244
